ETP243342,13/10/2015,28/12/2015,202794.47,9.3025
ETP243357,13/10/2015,28/12/2015,4096.20,9.3025
ETP243358,13/10/2015,28/12/2015,2446.95,9.3025
ETP243363,13/10/2015,28/12/2015,47216.69,9.3025
ETP243364,13/10/2015,28/12/2015,5930.18,9.3025
ETP243320,13/10/2015,28/12/2015,58021.83,9.3025
ETP243321,13/10/2015,28/12/2015,450.01,9.3025
ETP243328,13/10/2015,28/12/2015,95236.52,9.3025
ETP243329,13/10/2015,28/12/2015,45254.90,9.3025
ETP243333,13/10/2015,28/12/2015,246803.76,9.3025
ETP243334,13/10/2015,28/12/2015,72057.16,9.3025
EGB98805,13/10/2015,28/12/2015,34219.42,9.3025
EGB98810,13/10/2015,28/12/2015,149486.26,9.3025
ETP243269,13/10/2015,28/12/2015,200746.19,9.3025
ETP243270,13/10/2015,28/12/2015,64646.05,9.3025
ETP243271,13/10/2015,28/12/2015,130056.71,9.3025
ETP243298,13/10/2015,28/12/2015,233861.35,9.3025
EGB98799,13/10/2015,28/12/2015,7811.95,9.3025
EGB98800,13/10/2015,28/12/2015,5289.84,9.3025
EGB98801,13/10/2015,28/12/2015,27925.41,9.3025
EGB98802,13/10/2015,28/12/2015,12820.10,9.3025
EGB98803,13/10/2015,28/12/2015,16298.50,9.3025
EGB98804,13/10/2015,28/12/2015,13659.63,9.3025
ETP243218,13/10/2015,28/12/2015,113784.99,9.3025
ETP243219,13/10/2015,28/12/2015,31479.97,9.3025
ETP243220,13/10/2015,28/12/2015,704.13,9.3025
ETP243221,13/10/2015,28/12/2015,149.99,9.3025
EGB98797,13/10/2015,28/12/2015,66787.95,9.3025
EGB98798,13/10/2015,28/12/2015,3317.11,9.3025
ETP243187,13/10/2015,28/12/2015,75277.11,9.3025
ETP243188,13/10/2015,28/12/2015,103237.46,9.3025
ETP243203,13/10/2015,28/12/2015,67949.20,9.3025
ETP243204,13/10/2015,28/12/2015,67837.60,9.3025
ETP243205,13/10/2015,28/12/2015,55980.33,9.3025
ETP243206,13/10/2015,28/12/2015,255205.49,9.3025
ETP243166,13/10/2015,28/12/2015,119395.39,9.3025
ETP243174,13/10/2015,28/12/2015,85866.03,9.3025
ETP243175,13/10/2015,28/12/2015,58711.38,9.3025
ETP243176,13/10/2015,28/12/2015,68370.62,9.3025
ETP243185,13/10/2015,28/12/2015,27246.83,9.3025
ETP243186,13/10/2015,28/12/2015,14701.67,9.3025
EGB98753,13/10/2015,28/12/2015,9033.37,9.3025
EGB98754,13/10/2015,28/12/2015,16087.04,9.3025
EGB98755,13/10/2015,28/12/2015,11584.16,9.3025
EGB98756,13/10/2015,28/12/2015,4701.67,9.3025
EGB98757,13/10/2015,28/12/2015,1835.07,9.3025
ETP243144,13/10/2015,28/12/2015,271978.45,9.3025
EGB98747,13/10/2015,28/12/2015,2475.18,9.3025
EGB98748,13/10/2015,28/12/2015,14301.76,9.3025
EGB98749,13/10/2015,28/12/2015,5576.56,9.3025
EGB98750,13/10/2015,28/12/2015,7201.72,9.3025
EGB98751,13/10/2015,28/12/2015,51671.13,9.3025
EGB98752,13/10/2015,28/12/2015,8857.41,9.3025
ETP243005,13/10/2015,28/12/2015,227356.73,9.3025
ETP243011,13/10/2015,28/12/2015,152120.68,9.3025
ETP243066,13/10/2015,28/12/2015,16012.70,9.3025
ETP243067,13/10/2015,28/12/2015,144114.33,9.3025
ETP243068,13/10/2015,28/12/2015,48583.83,9.3025
EGB98746,13/10/2015,28/12/2015,57876.60,9.3025
ETP242965,13/10/2015,28/12/2015,226454.16,9.3025
EGB98703,13/10/2015,28/12/2015,102069.17,9.3025
EGB98704,13/10/2015,28/12/2015,76663.89,9.3025
EGB98705,13/10/2015,28/12/2015,123351.29,9.3025
ETP242988,13/10/2015,28/12/2015,160127.03,9.3025
ETP242993,13/10/2015,28/12/2015,248821.59,9.3025
ETP242889,13/10/2015,28/12/2015,35038.00,9.3025
ETP242890,13/10/2015,28/12/2015,12874.56,9.3025
ETP242891,13/10/2015,28/12/2015,92351.36,9.3025
ETP242948,13/10/2015,28/12/2015,63182.05,9.3025
ETP242955,13/10/2015,28/12/2015,51480.89,9.3025
ETP242956,13/10/2015,28/12/2015,104082.58,9.3025
ETP242883,13/10/2015,28/12/2015,77041.14,9.3025
ETP242884,13/10/2015,28/12/2015,965.01,9.3025
ETP242885,13/10/2015,28/12/2015,14032.83,9.3025
ETP242886,13/10/2015,28/12/2015,1496.28,9.3025
ETP242887,13/10/2015,28/12/2015,450.01,9.3025
ETP242888,13/10/2015,28/12/2015,40031.76,9.3025
ETP242861,13/10/2015,28/12/2015,95264.11,9.3025
ETP242867,13/10/2015,28/12/2015,243734.99,9.3025
ETP242878,13/10/2015,28/12/2015,213300.16,9.3025
ETP242880,13/10/2015,28/12/2015,7707.86,9.3025
ETP242881,13/10/2015,28/12/2015,38339.70,9.3025
